genotype,yield,Relative Humidity [%],Solar Radiation [W/m2],Rainfall [mm],Wind Speed [m/s],Wind Direction [degrees],Wind Gust [m/s],Soil Temperature [C],Soil Moisture [%VWC],Soil EC [mS/cm]
B73/PHM49,142.0150158,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/PHM49,152.3564391,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/PHM49,161.3363166,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
B73/PHM49,205.3336656,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
B73/PHN82,131.397759,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/PHN82,140.4076636,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/PHN82,154.8814831,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/PHN82,204.8200432,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/PHN82,151.3705397,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
B73/PHN82,185.9209288,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
B73/PHN82,199.0163609,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
B73/PHN82,199.2262443,18.970084948999148,81.11255944397024,214.33898305084745,0.08771223,0.36336649676868676,178.84648213632485,1.5628139007438118,24.541961454013173,10.921802219241556
B73/PHZ51,127.0564109,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/PHZ51,91.01849112,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/TX779,111.4480246,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/TX779,131.7110059,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/TX779,134.4660317,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
B73/TX779,174.4296314,18.449031758297906,74.62314485,262.8979402199164,0.099129627,0.44787080068143104,181.9679417686232,2.150319863713799,24.20722472,8.041706674926436
